celltype	pvalue	q	trait	discovery	z
lung macrophage	0.104947023568517	0.286219155186864	PASS_UC_deLange2017	False	1.2538568339740706
precursor B cell	0.130635634296378	0.348361691457007	PASS_UC_deLange2017	False	1.1233914755807877
thymocyte	0.142205922251479	0.370971971090815	PASS_UC_deLange2017	False	1.0704610225063995
smooth muscle cell of the pulmonary artery	0.18040463342636	0.450269189702161	PASS_UC_deLange2017	False	0.9138241265230524
pulmonary interstitial fibroblast	0.182422526882594	0.450269189702161	PASS_UC_deLange2017	False	0.9061715597782505
vein endothelial cell	0.183859919128383	0.450269189702161	PASS_UC_deLange2017	False	0.9007526687595406
microglial cell	0.229912650029246	0.548367892599367	PASS_UC_deLange2017	False	0.7391345482048367
fibroblast	0.233056354354731	0.548367892599367	PASS_UC_deLange2017	False	0.7288184752028551
late pro-B cell	0.241607171230257	0.557555010531362	PASS_UC_deLange2017	False	0.7011420947776357
early pro-B cell	0.277008955750035	0.627190088490645	PASS_UC_deLange2017	False	0.5917501461581113
luminal epithelial cell of mammary gland	0.285883760755344	0.635297246122986	PASS_UC_deLange2017	False	0.5654502976989844
endothelial cell of hepatic sinusoid	0.306225322072818	0.668127975431603	PASS_UC_deLange2017	False	0.506578432873503
lymphoid progenitor cell	0.322403370998765	0.690864366425925	PASS_UC_deLange2017	False	0.4609886586208721
respiratory basal cell	0.330111844855868	0.694972304959721	PASS_UC_deLange2017	False	0.43960434983252944
bladder urothelial cell	0.361973969131408	0.738124773871639	PASS_UC_deLange2017	False	0.35318742009612486
stromal cell	0.362911347153556	0.738124773871639	PASS_UC_deLange2017	False	0.350687646576304
smooth muscle cell of trachea	0.370628584948435	0.741257169896871	PASS_UC_deLange2017	False	0.33018898414453934
skeletal muscle satellite cell	0.398221799907057	0.783387147358145	PASS_UC_deLange2017	False	0.2579524566448801
endothelial cell	0.406268702593156	0.786326521148045	PASS_UC_deLange2017	False	0.23715389156864233
Kupffer cell	0.416922613898169	0.794138312186988	PASS_UC_deLange2017	False	0.20977251221373056
basal cell of epidermis	0.430472021796622	0.807135040868666	PASS_UC_deLange2017	False	0.17517256164238978
endocardial cell	0.463706520498833	0.856073576305538	PASS_UC_deLange2017	False	0.09110011533957245
mucus secreting cell	0.49520390099891	0.900370729088927	PASS_UC_deLange2017	False	0.012022326968317485
mesenchymal stem cell of adipose	0.53559571465515	0.959275906845045	PASS_UC_deLange2017	False	-0.08934394492378547
brain pericyte	0.558205676816021	0.973805522591764	PASS_UC_deLange2017	False	-0.14642151178869514
kidney loop of Henle ascending limb epithelial cell	0.56894073509776	0.973805522591764	PASS_UC_deLange2017	False	-0.17367799795412112
endothelial cell of lymphatic vessel	0.570569434112768	0.973805522591764	PASS_UC_deLange2017	False	-0.17782408491085766
keratinocyte	0.57616826753346	0.973805522591764	PASS_UC_deLange2017	False	-0.19210052340015207
mesenchymal stem cell	0.592127962409588	0.978710505637041	PASS_UC_deLange2017	False	-0.23302231840006196
interneuron	0.597942098990178	0.978710505637041	PASS_UC_deLange2017	False	-0.2480240459124417
smooth muscle cell	0.606399250252971	0.978710505637041	PASS_UC_deLange2017	False	-0.2699463873209161
endothelial cell of coronary artery	0.611694066023151	0.978710505637041	PASS_UC_deLange2017	False	-0.28373709087563986
adventitial cell	0.620180594715354	0.979232517971611	PASS_UC_deLange2017	False	-0.3059551287120371
enteroendocrine cell	0.635418253459795	0.990262213184096	PASS_UC_deLange2017	False	-0.3462384868011136
valve cell	0.657574503305899	0.999999803760368	PASS_UC_deLange2017	False	-0.4058524831083732
fibroblast of cardiac tissue	0.661752000615186	0.999999803760368	PASS_UC_deLange2017	False	-0.41724939524793975
chondrocyte	0.703478343398457	0.999999803760368	PASS_UC_deLange2017	False	-0.5344310908491952
pancreatic acinar cell	0.708161960084575	0.999999803760368	PASS_UC_deLange2017	False	-0.5480230442086844
bulge keratinocyte	0.722714158330428	0.999999803760368	PASS_UC_deLange2017	False	-0.5909234942082844
bronchial smooth muscle cell	0.768805878659809	0.999999803760368	PASS_UC_deLange2017	False	-0.7349199581136301
keratinocyte stem cell	0.774895004969252	0.999999803760368	PASS_UC_deLange2017	False	-0.7550649871100983
pancreatic ductal cell	0.795112118520414	0.999999803760368	PASS_UC_deLange2017	False	-0.8242883035169448
type I pneumocyte	0.810754493157236	0.999999803760368	PASS_UC_deLange2017	False	-0.8806800574256225
club cell of bronchiole	0.81755407084766	0.999999803760368	PASS_UC_deLange2017	False	-0.9060831214965033
kidney collecting duct principal cell	0.824022685952569	0.999999803760368	PASS_UC_deLange2017	False	-0.9308046419207489
epithelial cell	0.827653548877494	0.999999803760368	PASS_UC_deLange2017	False	-0.9449333534191596
pancreatic stellate cell	0.849362582400764	0.999999803760368	PASS_UC_deLange2017	False	-1.0337034169707546
fibrocyte	0.861463182046258	0.999999803760368	PASS_UC_deLange2017	False	-1.0869166756787696
fibroblast of lung	0.877250311649848	0.999999803760368	PASS_UC_deLange2017	False	-1.1613505337360155
mesangial cell	0.893639033174386	0.999999803760368	PASS_UC_deLange2017	False	-1.246115667529783
epidermal cell	0.909740424048345	0.999999803760368	PASS_UC_deLange2017	False	-1.3391582771118817
hepatocyte	0.926862436468043	0.999999803760368	PASS_UC_deLange2017	False	-1.4528149963890362
kidney collecting duct epithelial cell	0.932973405363223	0.999999803760368	PASS_UC_deLange2017	False	-1.4983082204760518
aortic endothelial cell	0.946045484393775	0.999999803760368	PASS_UC_deLange2017	False	-1.6076628859609774
type II pneumocyte	0.949784751015521	0.999999803760368	PASS_UC_deLange2017	False	-1.6427701520284845
oligodendrocyte	0.951697723163826	0.999999803760368	PASS_UC_deLange2017	False	-1.6615424351096728
pancreatic PP cell	0.959490400917885	0.999999803760368	PASS_UC_deLange2017	False	-1.744802817807298
Bergmann glial cell	0.969454855353408	0.999999803760368	PASS_UC_deLange2017	False	-1.8728413992048716
pancreatic B cell	0.978808679202348	0.999999803760368	PASS_UC_deLange2017	False	-2.029743275226383
lung neuroendocrine cell	0.98142617455471	0.999999803760368	PASS_UC_deLange2017	False	-2.0841376205774953
ciliated columnar cell of tracheobronchial tree	0.985687931855245	0.999999803760368	PASS_UC_deLange2017	False	-2.1886246003951255
Brush cell of epithelium proper of large intestine	0.985783884365143	0.999999803760368	PASS_UC_deLange2017	False	-2.1912703926410213
epithelial cell of proximal tubule	0.986931207343545	0.999999803760368	PASS_UC_deLange2017	False	-2.224161425979496
epithelial cell of thymus	0.987677053376253	0.999999803760368	PASS_UC_deLange2017	False	-2.2469082204911657
basal epithelial cell of tracheobronchial tree	0.989206615317044	0.999999803760368	PASS_UC_deLange2017	False	-2.297561318186125
professional antigen presenting cell	0.989227742061279	0.999999803760368	PASS_UC_deLange2017	False	-2.2983035970218473
pancreatic D cell	0.99256196896974	0.999999803760368	PASS_UC_deLange2017	False	-2.4353823318872747
atrial myocyte	0.993796110118578	0.999999803760368	PASS_UC_deLange2017	False	-2.5003296283330703
pancreatic A cell	0.994262285335721	0.999999803760368	PASS_UC_deLange2017	False	-2.527877776050285
neuron	0.997982663462753	0.999999803760368	PASS_UC_deLange2017	False	-2.875438053176035
ependymal cell	0.998081242720135	0.999999803760368	PASS_UC_deLange2017	False	-2.8912182995355002
ventricular myocyte	0.998709039732953	0.999999803760368	PASS_UC_deLange2017	False	-3.01357166435558
astrocyte	0.99986402565993	0.999999803760368	PASS_UC_deLange2017	False	-3.6406518320688175
neuronal stem cell	0.999947549664197	0.999999803760368	PASS_UC_deLange2017	False	-3.878967722103719
neuroepithelial cell	0.999973817082971	0.999999803760368	PASS_UC_deLange2017	False	-4.0448088432934455
medium spiny neuron	0.999998582089231	0.999999803760368	PASS_UC_deLange2017	False	-4.682366296075899
oligodendrocyte precursor cell	0.999999803760368	0.999999803760368	PASS_UC_deLange2017	False	-5.072569721417555
pancreatic PP cell	4.30955458267216e-10	5.17146549920659e-08	UKB_460K.impedance_BASAL_METABOLIC_RATEz	True	6.133084951620644
chondrocyte	1.35913580964284e-09	5.85302297027771e-08	UKB_460K.impedance_BASAL_METABOLIC_RATEz	True	5.947765786846497
pancreatic A cell	1.4632557425694302e-09	5.85302297027771e-08	UKB_460K.impedance_BASAL_METABOLIC_RATEz	True	5.935668183964705
pancreatic B cell	7.252204207099631e-09	2.17566126212989e-07	UKB_460K.impedance_BASAL_METABOLIC_RATEz	True	5.667324982758595
pancreatic D cell	1.07750419222689e-07	2.58601006134454e-06	UKB_460K.impedance_BASAL_METABOLIC_RATEz	True	5.185443997844057
pulmonary interstitial fibroblast	2.06004404205037e-06	4.12008808410073e-05	UKB_460K.impedance_BASAL_METABOLIC_RATEz	True	4.605230720633775
pericyte cell	1.34077887242281e-05	0.000229847806701	UKB_460K.impedance_BASAL_METABOLIC_RATEz	True	4.198949783293146
neuronal stem cell	4.03656761318695e-05	0.000605485141978	UKB_460K.impedance_BASAL_METABOLIC_RATEz	True	3.9422185739827014
fibroblast	5.7243226452245e-05	0.000735077563383	UKB_460K.impedance_BASAL_METABOLIC_RATEz	True	3.857641392665064
bladder cell	6.12564636152563e-05	0.000735077563383	UKB_460K.impedance_BASAL_METABOLIC_RATEz	True	3.8410424429570265
type I pneumocyte	7.07095346145894e-05	0.00077137674125	UKB_460K.impedance_BASAL_METABOLIC_RATEz	True	3.805673095878287
valve cell	0.0001538733131701	0.001538733131701	UKB_460K.impedance_BASAL_METABOLIC_RATEz	True	3.608690386460912
adventitial cell	0.0003019928354274	0.0027876261731762	UKB_460K.impedance_BASAL_METABOLIC_RATEz	True	3.429818249957069
oligodendrocyte precursor cell	0.000567633609211	0.0048654309360945	UKB_460K.impedance_BASAL_METABOLIC_RATEz	True	3.2546636745821704
mesenchymal stem cell of adipose	0.0006856553636496	0.0054852429091975	UKB_460K.impedance_BASAL_METABOLIC_RATEz	True	3.200622481773989
pancreatic stellate cell	0.0010073226497598	0.0075549198731987	UKB_460K.impedance_BASAL_METABOLIC_RATEz	True	3.0880648087497082
medium spiny neuron	0.0013528546476843	0.0095495622189483	UKB_460K.impedance_BASAL_METABOLIC_RATEz	True	2.9993335373252874
brain pericyte	0.0016016144116485	0.0106774294109904	UKB_460K.impedance_BASAL_METABOLIC_RATEz	True	2.9475307598418654
basal cell	0.0022372590483093	0.014130057147217	UKB_460K.impedance_BASAL_METABOLIC_RATEz	True	2.8426143186349866
smooth muscle cell of the pulmonary artery	0.0033160652857815	0.0198963917146894	UKB_460K.impedance_BASAL_METABOLIC_RATEz	True	2.714772534894448
fenestrated cell	0.0035963347312588	0.0205504841786217	UKB_460K.impedance_BASAL_METABOLIC_RATEz	True	2.6877896321412322
astrocyte	0.005074036133666	0.0276765607290873	UKB_460K.impedance_BASAL_METABOLIC_RATEz	True	2.5707425961237993
stromal cell	0.0055906281547154	0.0291684947202545	UKB_460K.impedance_BASAL_METABOLIC_RATEz	True	2.5369824380969006
endocardial cell	0.0059518825087043	0.0294875782609298	UKB_460K.impedance_BASAL_METABOLIC_RATEz	True	2.5149844019945613
respiratory basal cell	0.006143245471027	0.0294875782609298	UKB_460K.impedance_BASAL_METABOLIC_RATEz	True	2.5038073641430456
smooth muscle cell	0.0066903703842357	0.0308786325426266	UKB_460K.impedance_BASAL_METABOLIC_RATEz	True	2.4734716829808656
hematopoietic stem cell	0.0074033060208683	0.0329035823149704	UKB_460K.impedance_BASAL_METABOLIC_RATEz	True	2.437074901339799
oligodendrocyte	0.0093618869582691	0.0401223726782961	UKB_460K.impedance_BASAL_METABOLIC_RATEz	True	2.3509852925658925
late pro-B cell	0.0216960008946053	0.0897765554259531	UKB_460K.impedance_BASAL_METABOLIC_RATEz	True	2.019916959723811
lymphocyte	0.0273374455650588	0.109349782260235	UKB_460K.impedance_BASAL_METABOLIC_RATEz	False	1.9214508655599412
fibroblast of lung	0.0320769055467568	0.124168666632607	UKB_460K.impedance_BASAL_METABOLIC_RATEz	False	1.8511094344921313
lymphoid progenitor cell	0.0355494037772757	0.133310264164784	UKB_460K.impedance_BASAL_METABOLIC_RATEz	False	1.8048458486373695
vein endothelial cell	0.0413175114914884	0.150245496332685	UKB_460K.impedance_BASAL_METABOLIC_RATEz	False	1.735597530152094
fibroblast of cardiac tissue	0.0513927884584502	0.181197220544735	UKB_460K.impedance_BASAL_METABOLIC_RATEz	False	1.6314965989157273
Bergmann glial cell	0.0528491893255477	0.181197220544735	UKB_460K.impedance_BASAL_METABOLIC_RATEz	False	1.6178339920501759
endothelial cell of lymphatic vessel	0.0594605116799462	0.198201705599821	UKB_460K.impedance_BASAL_METABOLIC_RATEz	False	1.5593184655454335
neuron	0.065045113564558	0.210957125074242	UKB_460K.impedance_BASAL_METABOLIC_RATEz	False	1.5137461816412343
immature B cell	0.0719394001912957	0.227177053235671	UKB_460K.impedance_BASAL_METABOLIC_RATEz	False	1.461498086180792
smooth muscle cell of trachea	0.0845438906074873	0.25513773111626	UKB_460K.impedance_BASAL_METABOLIC_RATEz	False	1.3751408524546394
intestinal crypt stem cell	0.0870364828856982	0.25513773111626	UKB_460K.impedance_BASAL_METABOLIC_RATEz	False	1.3592323735801919
secretory cell	0.0871720581313887	0.25513773111626	UKB_460K.impedance_BASAL_METABOLIC_RATEz	False	1.3583769127200256
interneuron	0.0951507649779105	0.271859328508316	UKB_460K.impedance_BASAL_METABOLIC_RATEz	False	1.3096876300123674
lung neuroendocrine cell	0.100678286774232	0.275570146341287	UKB_460K.impedance_BASAL_METABOLIC_RATEz	False	1.2776961775267248
bronchial smooth muscle cell	0.101042386991805	0.275570146341287	UKB_460K.impedance_BASAL_METABOLIC_RATEz	False	1.2756344392508374
granulocyte monocyte progenitor cell	0.103727317253931	0.276606179343815	UKB_460K.impedance_BASAL_METABOLIC_RATEz	False	1.260595461898778
intermediate monocyte	0.166509788795459	0.434373362075111	UKB_460K.impedance_BASAL_METABOLIC_RATEz	False	0.9680496427726619
kidney interstitial fibroblast	0.184025580260838	0.469414357936016	UKB_460K.impedance_BASAL_METABOLIC_RATEz	False	0.9001298347217263
enteroendocrine cell	0.187765743174406	0.469414357936016	UKB_460K.impedance_BASAL_METABOLIC_RATEz	False	0.8861596816825342
non-classical monocyte	0.197494934184491	0.483661063308958	UKB_460K.impedance_BASAL_METABOLIC_RATEz	False	0.8506030972232823
