celltype	pvalue	q	trait	discovery	z
CD4-positive, alpha-beta T cell	0.95819049852802	0.999999999999996	UKB_460K.bp_DIASTOLICadjMEDz	False	-1.730063095082281
enteroendocrine cell	0.960063818781179	0.999999999999996	UKB_460K.bp_DIASTOLICadjMEDz	False	-1.7514271342372636
precursor B cell	0.96244029053594	0.999999999999996	UKB_460K.bp_DIASTOLICadjMEDz	False	-1.7797345157953586
neuron	0.96576475645458	0.999999999999996	UKB_460K.bp_DIASTOLICadjMEDz	False	-1.8218978468423603
medium spiny neuron	0.965804397945151	0.999999999999996	UKB_460K.bp_DIASTOLICadjMEDz	False	-1.8224205150489925
mature alpha-beta T cell	0.968045149825207	0.999999999999996	UKB_460K.bp_DIASTOLICadjMEDz	False	-1.8528092751192982
granulocyte	0.970907127942272	0.999999999999996	UKB_460K.bp_DIASTOLICadjMEDz	False	-1.8942959061441502
kidney collecting duct epithelial cell	0.979809761928393	0.999999999999996	UKB_460K.bp_DIASTOLICadjMEDz	False	-2.0498356019208748
macrophage	0.984216911715724	0.999999999999996	UKB_460K.bp_DIASTOLICadjMEDz	False	-2.149861439416246
Kupffer cell	0.993428818706175	0.999999999999996	UKB_460K.bp_DIASTOLICadjMEDz	False	-2.479888083517872
epithelial cell of proximal tubule	0.995220163295255	0.999999999999996	UKB_460K.bp_DIASTOLICadjMEDz	False	-2.591362502805071
regulatory T cell	0.996083498556375	0.999999999999996	UKB_460K.bp_DIASTOLICadjMEDz	False	-2.6591846125256153
myeloid leukocyte	0.996898317995678	0.999999999999996	UKB_460K.bp_DIASTOLICadjMEDz	False	-2.7368337183044695
CD8-positive, alpha-beta T cell	0.998060290927145	0.999999999999996	UKB_460K.bp_DIASTOLICadjMEDz	False	-2.8878037659173352
neutrophil	0.998211787362399	0.999999999999996	UKB_460K.bp_DIASTOLICadjMEDz	False	-2.913289798267746
keratinocyte	0.998259119379744	0.999999999999996	UKB_460K.bp_DIASTOLICadjMEDz	False	-2.9216557661351663
mature NK T cell	0.998407973014753	0.999999999999996	UKB_460K.bp_DIASTOLICadjMEDz	False	-2.949386602651777
enterocyte of epithelium of large intestine	0.999021671698867	0.999999999999996	UKB_460K.bp_DIASTOLICadjMEDz	False	-3.096733551102208
NK cell	0.99924247438031	0.999999999999996	UKB_460K.bp_DIASTOLICadjMEDz	False	-3.171785005049798
club cell of bronchiole	0.999350910374827	0.999999999999996	UKB_460K.bp_DIASTOLICadjMEDz	False	-3.2163819607040356
epithelial cell of thymus	0.999440402627317	0.999999999999996	UKB_460K.bp_DIASTOLICadjMEDz	False	-3.2587113565503905
basal epithelial cell of tracheobronchial tree	0.999735636415653	0.999999999999996	UKB_460K.bp_DIASTOLICadjMEDz	False	-3.465763995605177
hepatocyte	0.999897005599813	0.999999999999996	UKB_460K.bp_DIASTOLICadjMEDz	False	-3.7115563462028978
thymocyte	0.999997967518746	0.999999999999996	UKB_460K.bp_DIASTOLICadjMEDz	False	-4.608032953087886
Brush cell of epithelium proper of large intestine	0.999998410242554	0.999999999999996	UKB_460K.bp_DIASTOLICadjMEDz	False	-4.658868975291549
neuroepithelial cell	0.999999973979452	0.999999999999996	UKB_460K.bp_DIASTOLICadjMEDz	False	-5.444191891162978
fibrocyte	0.999999978222011	0.999999999999996	UKB_460K.bp_DIASTOLICadjMEDz	False	-5.475791712553451
professional antigen presenting cell	0.99999999990029	0.999999999999996	UKB_460K.bp_DIASTOLICadjMEDz	False	-6.361786866604439
epithelial cell	0.999999999992691	0.999999999999996	UKB_460K.bp_DIASTOLICadjMEDz	False	-6.75164236878482
myeloid cell	0.999999999999996	0.999999999999996	UKB_460K.bp_DIASTOLICadjMEDz	False	-7.767681015116431
naive B cell	1.27106494738421e-16	1.52527793686105e-14	PASS_Lupus	True	8.193274742495548
B cell	3.25545490501145e-13	1.95327294300687e-11	PASS_Lupus	True	7.189331959241323
immature B cell	8.84688003406731e-13	3.5387520136269194e-11	PASS_Lupus	True	7.051548446368623
CD4-positive, alpha-beta T cell	1.2849382675810999e-12	3.85481480274331e-11	PASS_Lupus	True	6.9994399737038115
leukocyte	2.16309710146293e-10	5.19143304351103e-09	PASS_Lupus	True	6.241779903899652
mature alpha-beta T cell	1.1876287627305102e-09	2.37525752546102e-08	PASS_Lupus	True	5.969812943295388
classical monocyte	2.38759666357829e-09	4.0930228518485e-08	PASS_Lupus	True	5.854822641358276
CD8-positive, alpha-beta T cell	3.6380986494861902e-09	5.45714797422929e-08	PASS_Lupus	True	5.784422234341697
macrophage	7.726042198885671e-09	1.03013895985142e-07	PASS_Lupus	True	5.656466808604226
promonocyte	1.11769911662154e-08	1.34123893994585e-07	PASS_Lupus	True	5.592719851806177
DN4 thymocyte	6.90906062219568e-08	6.9470848061069e-07	PASS_Lupus	True	5.267650038059569
mature NK T cell	6.9470848061069e-08	6.9470848061069e-07	PASS_Lupus	True	5.266642113902199
myeloid leukocyte	2.32622675308459e-07	2.00926856321364e-06	PASS_Lupus	True	5.040117813213281
regulatory T cell	2.39688422261738e-07	2.00926856321364e-06	PASS_Lupus	True	5.034388401779445
myeloid dendritic cell	2.51158570401704e-07	2.00926856321364e-06	PASS_Lupus	True	5.025425654075897
non-classical monocyte	4.16463839059248e-07	3.12347879294436e-06	PASS_Lupus	True	4.927489805821973
NK cell	1.64912890304372e-06	1.1640909903838e-05	PASS_Lupus	True	4.651314560755871
dendritic cell	7.07290023384643e-06	4.71526682256429e-05	PASS_Lupus	True	4.341585819995517
T cell	2.05207735080413e-05	0.0001296048853139	PASS_Lupus	True	4.101536658018874
lymphocyte	7.28204758996738e-05	0.000436922855398	PASS_Lupus	True	3.798386742507925
monocyte	0.00010276198426	0.0005872113386288	PASS_Lupus	True	3.712128036761114
intermediate monocyte	0.0001218605536213	0.0006646939288434	PASS_Lupus	True	3.668769062371133
lung macrophage	0.0002388519562718	0.001246184119679	PASS_Lupus	True	3.4929567275148763
microglial cell	0.0009656776253815	0.0048283881269078	PASS_Lupus	True	3.100589977386196
precursor B cell	0.0021973050095983	0.0105470640460721	PASS_Lupus	True	2.8483533613266925
late pro-B cell	0.003112432285391	0.0143650720864203	PASS_Lupus	True	2.7356952469294593
early pro-B cell	0.0040259062822786	0.0178929168101272	PASS_Lupus	True	2.649889395611775
proerythroblast	0.0044835788766358	0.0192153380427252	PASS_Lupus	True	2.6133037080813497
plasma cell	0.0089201663476445	0.036911033162667	PASS_Lupus	True	2.3689154213612054
neutrophil	0.0167678767900335	0.0670715071601341	PASS_Lupus	True	2.125609912316884
bulge keratinocyte	0.01820151667014	0.0704574838844131	PASS_Lupus	True	2.0923968165307922
basophil	0.0219126527654553	0.0821724478704573	PASS_Lupus	True	2.015757826485941
hematopoietic stem cell	0.0466710664892539	0.169712969051833	PASS_Lupus	False	1.6780254388262381
Kupffer cell	0.05275727524487	0.18620214792307	PASS_Lupus	False	1.6186873477993382
granulocyte	0.0591140136159416	0.2026766181118	PASS_Lupus	False	1.5622545804749737
plasmacytoid dendritic cell	0.0710938426838046	0.236979475612682	PASS_Lupus	False	1.4676928074224382
megakaryocyte-erythroid progenitor cell	0.0847160783947568	0.27475484884786	PASS_Lupus	False	1.3740306838573366
keratinocyte stem cell	0.123922282843315	0.391333524768364	PASS_Lupus	False	1.1556005922048773
granulocytopoietic cell	0.134316608218678	0.403506527769924	PASS_Lupus	False	1.1062155903688298
granulocyte monocyte progenitor cell	0.134502175923308	0.403506527769924	PASS_Lupus	False	1.1053583308223227
type I pneumocyte	0.141367926948029	0.413759786189355	PASS_Lupus	False	1.074193748043448
basal cell of epidermis	0.178050343772695	0.508715267921985	PASS_Lupus	False	0.9228206309596779
secretory cell	0.18302500139128	0.509273735167363	PASS_Lupus	False	0.9038970326226581
endothelial cell of hepatic sinusoid	0.186876481850748	0.509273735167363	PASS_Lupus	False	0.8894654869264406
valve cell	0.190977650687761	0.509273735167363	PASS_Lupus	False	0.8742992615642236
large intestine goblet cell	0.202892160465479	0.529283896866468	PASS_Lupus	False	0.8313351535205057
smooth muscle cell	0.238968167415226	0.605162136397729	PASS_Lupus	False	0.709625608619759
basal cell	0.242064854559092	0.605162136397729	PASS_Lupus	False	0.6996759340756635
vein endothelial cell	0.254811899968735	0.624029142780575	PASS_Lupus	False	0.6594235868288308
respiratory basal cell	0.288029019040239	0.691269645696574	PASS_Lupus	False	0.5591519275602832
kidney loop of Henle ascending limb epithelial cell	0.308344489314413	0.725516445445677	PASS_Lupus	False	0.500548409273237
bladder cell	0.360633584533815	0.832231348924189	PASS_Lupus	False	0.35676576285120326
pancreatic ductal cell	0.37038477668893	0.835849802889732	PASS_Lupus	False	0.33083442890961406
bronchial smooth muscle cell	0.376132411300379	0.835849802889732	PASS_Lupus	False	0.3156544253054993
intestinal crypt stem cell	0.384110036979215	0.838058262500106	PASS_Lupus	False	0.2947039126999461
myeloid cell	0.408161319207766	0.874631398302355	PASS_Lupus	False	0.23227730501058158
smooth muscle cell of the pulmonary artery	0.428145760566922	0.901359495930361	PASS_Lupus	False	0.18109689576499644
enteroendocrine cell	0.459089693451361	0.928930851477306	PASS_Lupus	False	0.10272732405792916
interneuron	0.460967691829911	0.928930851477306	PASS_Lupus	False	0.0979961082518822
mesenchymal stem cell	0.467985166811541	0.928930851477306	PASS_Lupus	False	0.08033561430006628
endocardial cell	0.472206516167631	0.928930851477306	PASS_Lupus	False	0.06972438531767378
enterocyte of epithelium of large intestine	0.483532195624538	0.935868765724913	PASS_Lupus	False	0.04129039371085596
lung neuroendocrine cell	0.507027417187875	0.961092338457887	PASS_Lupus	False	-0.017616033693240506
kidney interstitial fibroblast	0.512582580510873	0.961092338457887	PASS_Lupus	False	-0.03154508300689606
pancreatic B cell	0.53856510252671	0.994274035433927	PASS_Lupus	False	-0.09681942819898466
mucus secreting cell	0.557715789336567	0.999981612239289	PASS_Lupus	False	-0.1451804242914833
pericyte cell	0.573170230023172	0.999981612239289	PASS_Lupus	False	-0.18445115798385794
fibroblast of cardiac tissue	0.613546816198956	0.999981612239289	PASS_Lupus	False	-0.28857534160323384
pancreatic stellate cell	0.634660459885111	0.999981612239289	PASS_Lupus	False	-0.34422234347332803
fenestrated cell	0.67247721319507	0.999981612239289	PASS_Lupus	False	-0.4467638519779642
brain pericyte	0.697747676552896	0.999981612239289	PASS_Lupus	False	-0.5179335299191364
keratinocyte	0.732326499466498	0.999981612239289	PASS_Lupus	False	-0.6198644976783637
fibroblast	0.733063653072204	0.999981612239289	PASS_Lupus	False	-0.6221052031650047
pulmonary interstitial fibroblast	0.748601523739478	0.999981612239289	PASS_Lupus	False	-0.670095438540794
endothelial cell	0.764923133245899	0.999981612239289	PASS_Lupus	False	-0.7222289397226705
pancreatic PP cell	0.776564537033796	0.999981612239289	PASS_Lupus	False	-0.7606420006780132
thymocyte	0.787812824310578	0.999981612239289	PASS_Lupus	False	-0.7988552469778243
chondrocyte	0.80525464815016	0.999981612239289	PASS_Lupus	False	-0.8605413434589277
type II pneumocyte	0.820214690275618	0.999981612239289	PASS_Lupus	False	-0.9161835738174268
oligodendrocyte	0.826203107334093	0.999981612239289	PASS_Lupus	False	-0.9392667891867371
ependymal cell	0.826376649777421	0.999981612239289	PASS_Lupus	False	-0.9399431924925971
endothelial cell of lymphatic vessel	0.835150236080813	0.999981612239289	PASS_Lupus	False	-0.9747192776038194
medium spiny neuron	0.841162166805293	0.999981612239289	PASS_Lupus	False	-0.9992457334131694
epithelial cell of large intestine	0.85708758983924	0.999981612239289	PASS_Lupus	False	-1.067325625655114
epidermal cell	0.863207546429649	0.999981612239289	PASS_Lupus	False	-1.0948441804468487
smooth muscle cell of trachea	0.87288382867949	0.999981612239289	PASS_Lupus	False	-1.1401295258054258
hepatocyte	0.877544208553658	0.999981612239289	PASS_Lupus	False	-1.1627977188944738
lymphoid progenitor cell	0.87784629839027	0.999981612239289	PASS_Lupus	False	-1.164287789547994
epithelial cell of thymus	0.883064287026251	0.999981612239289	PASS_Lupus	False	-1.1904452778849712
stromal cell	0.883746994739713	0.999981612239289	PASS_Lupus	False	-1.1939283146353044
club cell of bronchiole	0.88659223788565	0.999981612239289	PASS_Lupus	False	-1.2086026854063587
pancreatic acinar cell	0.899037350354591	0.999981612239289	PASS_Lupus	False	-1.2760854927326797
ventricular myocyte	0.902018740231563	0.999981612239289	PASS_Lupus	False	-1.2931403565249684
skeletal muscle satellite cell	0.906662309229135	0.999981612239289	PASS_Lupus	False	-1.320478284648613
pancreatic D cell	0.917495353324824	0.999981612239289	PASS_Lupus	False	-1.3884196594887381
bladder urothelial cell	0.928662326919449	0.999981612239289	PASS_Lupus	False	-1.4659006819440286
kidney collecting duct principal cell	0.938171470202702	0.999981612239289	PASS_Lupus	False	-1.53960338613041
atrial myocyte	0.946898906708158	0.999981612239289	PASS_Lupus	False	-1.6155012651474239
kidney collecting duct epithelial cell	0.948088986867081	0.999981612239289	PASS_Lupus	False	-1.626600249700567
Brush cell of epithelium proper of large intestine	0.949060721032357	0.999981612239289	PASS_Lupus	False	-1.6358138238966897
luminal epithelial cell of mammary gland	0.949423822960351	0.999981612239289	PASS_Lupus	False	-1.6392925152883202
ciliated columnar cell of tracheobronchial tree	0.949800783762309	0.999981612239289	PASS_Lupus	False	-1.6429250932752666
pancreatic A cell	0.952419393747971	0.999981612239289	PASS_Lupus	False	-1.6687788663533765
endothelial cell of coronary artery	0.956016384463789	0.999981612239289	PASS_Lupus	False	-1.706219437426059
basal epithelial cell of tracheobronchial tree	0.956188103531584	0.999981612239289	PASS_Lupus	False	-1.7080676376716744
mesenchymal stem cell of adipose	0.956882742208756	0.999981612239289	PASS_Lupus	False	-1.715604165563647
adventitial cell	0.963857204305147	0.999981612239289	PASS_Lupus	False	-1.7973152195350286
fibroblast of lung	0.984157737745458	0.999981612239289	PASS_Lupus	False	-2.1483681044917957
neuron	0.986086199861529	0.999981612239289	PASS_Lupus	False	-2.1997082615370758
mesangial cell	0.987996945778012	0.999981612239289	PASS_Lupus	False	-2.257031469449891
epithelial cell	0.989447670492768	0.999981612239289	PASS_Lupus	False	-2.306106915169169
epithelial cell of proximal tubule	0.993386551952999	0.999981612239289	PASS_Lupus	False	-2.477601016530069
fibrocyte	0.997372868445794	0.999981612239289	PASS_Lupus	False	-2.791017501729358
professional antigen presenting cell	0.997976922428262	0.999981612239289	PASS_Lupus	False	-2.874540780518437
Bergmann glial cell	0.999150256485508	0.999981612239289	PASS_Lupus	False	-3.1382692221275708
astrocyte	0.999457554958959	0.999981612239289	PASS_Lupus	False	-3.2675335466858573
neuronal stem cell	0.999824026029145	0.999981612239289	PASS_Lupus	False	-3.5737180181181327
aortic endothelial cell	0.999827865292696	0.999981612239289	PASS_Lupus	False	-3.579486968558195
neuroepithelial cell	0.999979178896224	0.999981612239289	PASS_Lupus	False	-4.098174072099513
oligodendrocyte precursor cell	0.999981612239289	0.999981612239289	PASS_Lupus	False	-4.1268568121489855
hepatocyte	4.49780706769583e-08	5.397368481235e-06	UKB_460K.biochemistry_Triglycerides	True	5.345925629324916
Kupffer cell	7.17694054251012e-07	4.30616432550607e-05	UKB_460K.biochemistry_Triglycerides	True	4.820026975986311
endothelial cell of hepatic sinusoid	4.66514466091121e-06	0.0001866057864364	UKB_460K.biochemistry_Triglycerides	True	4.432138863400718
bladder cell	5.40903236484967e-05	0.0016227097094549	UKB_460K.biochemistry_Triglycerides	True	3.8714707344630446
valve cell	8.95734942251263e-05	0.002149763861403	UKB_460K.biochemistry_Triglycerides	True	3.7467408563313245
keratinocyte stem cell	0.0002284706515838	0.0045694130316769	UKB_460K.biochemistry_Triglycerides	True	3.504805310111282
smooth muscle cell of the pulmonary artery	0.000805981561303	0.01211829416679	UKB_460K.biochemistry_Triglycerides	True	3.153733325105549
respiratory basal cell	0.000807886277786	0.01211829416679	UKB_460K.biochemistry_Triglycerides	True	3.1530443520871785
plasma cell	0.0012058040568375	0.0151294926750902	UKB_460K.biochemistry_Triglycerides	True	3.034217106836389
endocardial cell	0.0012607910562575	0.0151294926750902	UKB_460K.biochemistry_Triglycerides	True	3.020739485208375
myeloid leukocyte	0.0015341847838654	0.0167365612785317	UKB_460K.biochemistry_Triglycerides	True	2.960804182740335
intestinal crypt stem cell	0.002316146385042	0.0231614638504207	UKB_460K.biochemistry_Triglycerides	True	2.831550433380521
hematopoietic stem cell	0.0027961429621852	0.0258105504201712	UKB_460K.biochemistry_Triglycerides	True	2.770776140597409
granulocyte monocyte progenitor cell	0.0045696278542617	0.0391682387508149	UKB_460K.biochemistry_Triglycerides	True	2.6068006287066883
pancreatic ductal cell	0.0093731116231913	0.0696834413827049	UKB_460K.biochemistry_Triglycerides	True	2.350539392939431
pericyte cell	0.0098489461444902	0.0696834413827049	UKB_460K.biochemistry_Triglycerides	True	2.332053206536818
immature B cell	0.0103047463499984	0.0696834413827049	UKB_460K.biochemistry_Triglycerides	True	2.315062850868819
granulocytopoietic cell	0.0104525162074057	0.0696834413827049	UKB_460K.biochemistry_Triglycerides	True	2.3096952421317516
brain pericyte	0.0128235121135636	0.0809906028225067	UKB_460K.biochemistry_Triglycerides	True	2.2315151634717596
late pro-B cell	0.0172706222822883	0.10077227446438	UKB_460K.biochemistry_Triglycerides	False	2.1136959509788817
pancreatic stellate cell	0.0176351480312666	0.10077227446438	UKB_460K.biochemistry_Triglycerides	False	2.1052414474029564
fenestrated cell	0.02147350767516	0.117128223682691	UKB_460K.biochemistry_Triglycerides	False	2.0242249130646517
secretory cell	0.0237974126074515	0.124160413604095	UKB_460K.biochemistry_Triglycerides	False	1.9809683307396415
mesenchymal stem cell of adipose	0.0271222398749618	0.133474658974445	UKB_460K.biochemistry_Triglycerides	False	1.924879143300935
classical monocyte	0.0278072206196761	0.133474658974445	UKB_460K.biochemistry_Triglycerides	False	1.9140447253755086
smooth muscle cell	0.0307495429398858	0.141920967414858	UKB_460K.biochemistry_Triglycerides	False	1.869890063924783
promonocyte	0.0330567965732074	0.146919095880922	UKB_460K.biochemistry_Triglycerides	False	1.837652732230136
pancreatic PP cell	0.0392330442494099	0.158403347172162	UKB_460K.biochemistry_Triglycerides	False	1.759656364690114
basophil	0.040395526583188	0.158403347172162	UKB_460K.biochemistry_Triglycerides	False	1.7461145260594042
pulmonary interstitial fibroblast	0.0404507593694594	0.158403347172162	UKB_460K.biochemistry_Triglycerides	False	1.7454790347412288
bronchial smooth muscle cell	0.0409208646861419	0.158403347172162	UKB_460K.biochemistry_Triglycerides	False	1.740098467199801
adventitial cell	0.0520185649430431	0.195069618536412	UKB_460K.biochemistry_Triglycerides	False	1.6255889385227702
pancreatic acinar cell	0.0564864299160629	0.205405199694774	UKB_460K.biochemistry_Triglycerides	False	1.5849712795782258
microglial cell	0.0583724927789447	0.206020562749217	UKB_460K.biochemistry_Triglycerides	False	1.568583645979068
pancreatic B cell	0.0657133265813632	0.225302833993245	UKB_460K.biochemistry_Triglycerides	False	1.508499818230805
intermediate monocyte	0.0730698694700743	0.243566231566914	UKB_460K.biochemistry_Triglycerides	False	1.4533026605457786
non-classical monocyte	0.0828834764199368	0.268811274875471	UKB_460K.biochemistry_Triglycerides	False	1.3859343432393394
monocyte	0.0902417040343688	0.284973802213796	UKB_460K.biochemistry_Triglycerides	False	1.3392681050709074
lung macrophage	0.110725059993765	0.327115455352355	UKB_460K.biochemistry_Triglycerides	False	1.2226812276456611
fibroblast of cardiac tissue	0.111648013111998	0.327115455352355	UKB_460K.biochemistry_Triglycerides	False	1.217810413287681
endothelial cell of coronary artery	0.111764447245388	0.327115455352355	UKB_460K.biochemistry_Triglycerides	False	1.2171979907280845
proerythroblast	0.141608720920638	0.404596345487538	UKB_460K.biochemistry_Triglycerides	False	1.0731196360415274
type I pneumocyte	0.164201304411609	0.458236198357979	UKB_460K.biochemistry_Triglycerides	False	0.9773364592452197
fibroblast of lung	0.189959909516652	0.518072480499959	UKB_460K.biochemistry_Triglycerides	False	0.8780440408652636
neuronal stem cell	0.204602638374381	0.539093437990274	UKB_460K.biochemistry_Triglycerides	False	0.8252929793006014
oligodendrocyte	0.206652484562938	0.539093437990274	UKB_460K.biochemistry_Triglycerides	False	0.8180914526067207
lymphoid progenitor cell	0.234956591254171	0.583649028926644	UKB_460K.biochemistry_Triglycerides	False	0.7226203170602028
vein endothelial cell	0.234994726687244	0.583649028926644	UKB_460K.biochemistry_Triglycerides	False	0.7224962121065255
naive B cell	0.23832335347838	0.583649028926644	UKB_460K.biochemistry_Triglycerides	False	0.711706233297122
B cell	0.243672321852553	0.584813572446128	UKB_460K.biochemistry_Triglycerides	False	0.6945383747793425
dendritic cell	0.256742968068385	0.586153973396247	UKB_460K.biochemistry_Triglycerides	False	0.65341939871023
pancreatic D cell	0.260406908734733	0.586153973396247	UKB_460K.biochemistry_Triglycerides	False	0.6420914339144984
DN4 thymocyte	0.260880592204844	0.586153973396247	UKB_460K.biochemistry_Triglycerides	False	0.6406329531056736
chondrocyte	0.263769288028311	0.586153973396247	UKB_460K.biochemistry_Triglycerides	False	0.631767863119959
endothelial cell of lymphatic vessel	0.287532799199295	0.627344289162098	UKB_460K.biochemistry_Triglycerides	False	0.5606068241544055
stromal cell	0.297105971846016	0.636655653955748	UKB_460K.biochemistry_Triglycerides	False	0.5327423530702661
leukocyte	0.312683660152458	0.658281389794647	UKB_460K.biochemistry_Triglycerides	False	0.4882576984742683
bladder urothelial cell	0.327316274835731	0.67720608586703	UKB_460K.biochemistry_Triglycerides	False	0.44733590044076554
kidney collecting duct epithelial cell	0.345188622440181	0.702078554115622	UKB_460K.biochemistry_Triglycerides	False	0.3983431670640054
ventricular myocyte	0.375398552155401	0.741691602710539	UKB_460K.biochemistry_Triglycerides	False	0.3175884923800062
megakaryocyte-erythroid progenitor cell	0.37702656471119	0.741691602710539	UKB_460K.biochemistry_Triglycerides	False	0.31329950072077295
pancreatic A cell	0.390678287274384	0.756151523756872	UKB_460K.biochemistry_Triglycerides	False	0.2775516205614327
mature NK T cell	0.402290984368993	0.766268541655224	UKB_460K.biochemistry_Triglycerides	False	0.24742158788516222
astrocyte	0.418470461715687	0.784632115716913	UKB_460K.biochemistry_Triglycerides	False	0.2058079596107739
type II pneumocyte	0.445484049287393	0.822432090992109	UKB_460K.biochemistry_Triglycerides	False	0.13707931977740942
luminal epithelial cell of mammary gland	0.459971620513372	0.83631203729704	UKB_460K.biochemistry_Triglycerides	False	0.10050521727424878
plasmacytoid dendritic cell	0.477167623330042	0.848454011842835	UKB_460K.biochemistry_Triglycerides	False	0.05726356118858821
mesangial cell	0.48079060671094	0.848454011842835	UKB_460K.biochemistry_Triglycerides	False	0.04816942974816922
large intestine goblet cell	0.519956757189232	0.904272621198664	UKB_460K.biochemistry_Triglycerides	False	-0.0500450536962667
kidney interstitial fibroblast	0.534437476586235	0.916178531290688	UKB_460K.biochemistry_Triglycerides	False	-0.08642943738850148
myeloid dendritic cell	0.56988009422105	0.956478683277646	UKB_460K.biochemistry_Triglycerides	False	-0.17606890235773442
lung neuroendocrine cell	0.573887209966588	0.956478683277646	UKB_460K.biochemistry_Triglycerides	False	-0.1862795033912907
neutrophil	0.620661276403702	0.999999998903655	UKB_460K.biochemistry_Triglycerides	False	-0.3072179978870556
smooth muscle cell of trachea	0.642740776973537	0.999999998903655	UKB_460K.biochemistry_Triglycerides	False	-0.36579447078524546
epithelial cell of proximal tubule	0.650803007420198	0.999999998903655	UKB_460K.biochemistry_Triglycerides	False	-0.38748932654546026
skeletal muscle satellite cell	0.690338634259701	0.999999998903655	UKB_460K.biochemistry_Triglycerides	False	-0.4968104412908181
macrophage	0.690602324935277	0.999999998903655	UKB_460K.biochemistry_Triglycerides	False	-0.49755837283164556
bulge keratinocyte	0.718519701393241	0.999999998903655	UKB_460K.biochemistry_Triglycerides	False	-0.5784496266104329
ciliated columnar cell of tracheobronchial tree	0.730558946559593	0.999999998903655	UKB_460K.biochemistry_Triglycerides	False	-0.6145043387315677
Bergmann glial cell	0.73196010302258	0.999999998903655	UKB_460K.biochemistry_Triglycerides	False	-0.618751930025049
lymphocyte	0.740805418995435	0.999999998903655	UKB_460K.biochemistry_Triglycerides	False	-0.6458304555366428
fibroblast	0.748849543424707	0.999999998903655	UKB_460K.biochemistry_Triglycerides	False	-0.6708738237166632
mature alpha-beta T cell	0.760870549094741	0.999999998903655	UKB_460K.biochemistry_Triglycerides	False	-0.7091056745733111
interneuron	0.784501666704833	0.999999998903655	UKB_460K.biochemistry_Triglycerides	False	-0.7874872887255225
mesenchymal stem cell	0.791786325189209	0.999999998903655	UKB_460K.biochemistry_Triglycerides	False	-0.8126350153461138
epidermal cell	0.796121039073607	0.999999998903655	UKB_460K.biochemistry_Triglycerides	False	-0.8278456433337732
granulocyte	0.841107615875374	0.999999998903655	UKB_460K.biochemistry_Triglycerides	False	-0.9990204843410679
kidney loop of Henle ascending limb epithelial cell	0.845515709180164	0.999999998903655	UKB_460K.biochemistry_Triglycerides	False	-1.0173886449224134
basal cell of epidermis	0.855641512525251	0.999999998903655	UKB_460K.biochemistry_Triglycerides	False	-1.0609404279850956
endothelial cell	0.865544343561177	0.999999998903655	UKB_460K.biochemistry_Triglycerides	False	-1.1055731586777955
enterocyte of epithelium of large intestine	0.882183324516744	0.999999998903655	UKB_460K.biochemistry_Triglycerides	False	-1.185972015977446
atrial myocyte	0.905114306210495	0.999999998903655	UKB_460K.biochemistry_Triglycerides	False	-1.3112557063456478
enteroendocrine cell	0.912872393930603	0.999999998903655	UKB_460K.biochemistry_Triglycerides	False	-1.358657289470827
epithelial cell of large intestine	0.948789790313437	0.999999998903655	UKB_460K.biochemistry_Triglycerides	False	-1.6332310145579427
NK cell	0.950438753114729	0.999999998903655	UKB_460K.biochemistry_Triglycerides	False	-1.6491227304768856
early pro-B cell	0.950693481564975	0.999999998903655	UKB_460K.biochemistry_Triglycerides	False	-1.651615114458924
basal cell	0.953710226205912	0.999999998903655	UKB_460K.biochemistry_Triglycerides	False	-1.6819447831810703
CD4-positive, alpha-beta T cell	0.954689565561034	0.999999998903655	UKB_460K.biochemistry_Triglycerides	False	-1.6921316822346228
kidney collecting duct principal cell	0.959604093248124	0.999999998903655	UKB_460K.biochemistry_Triglycerides	False	-1.7461101495456002
mucus secreting cell	0.964062362533753	0.999999998903655	UKB_460K.biochemistry_Triglycerides	False	-1.7999073118659408
CD8-positive, alpha-beta T cell	0.969261844181422	0.999999998903655	UKB_460K.biochemistry_Triglycerides	False	-1.8700540561943733
thymocyte	0.971247108635224	0.999999998903655	UKB_460K.biochemistry_Triglycerides	False	-1.8994465899239783
neuron	0.98491107520653	0.999999998903655	UKB_460K.biochemistry_Triglycerides	False	-2.167748205244468
ependymal cell	0.98934837576488	0.999999998903655	UKB_460K.biochemistry_Triglycerides	False	-2.302566453063528
oligodendrocyte precursor cell	0.990709737159823	0.999999998903655	UKB_460K.biochemistry_Triglycerides	False	-2.3538416240812134
regulatory T cell	0.992193941009585	0.999999998903655	UKB_460K.biochemistry_Triglycerides	False	-2.417859166262307
precursor B cell	0.993562193928654	0.999999998903655	UKB_460K.biochemistry_Triglycerides	False	-2.4871913588265206
epithelial cell of thymus	0.993605992622528	0.999999998903655	UKB_460K.biochemistry_Triglycerides	False	-2.4896188686821437
medium spiny neuron	0.996869874659537	0.999999998903655	UKB_460K.biochemistry_Triglycerides	False	-2.733829210301223
T cell	0.997710195115417	0.999999998903655	UKB_460K.biochemistry_Triglycerides	False	-2.835206330553885
club cell of bronchiole	0.998483824994468	0.999999998903655	UKB_460K.biochemistry_Triglycerides	False	-2.9644393593744764
basal epithelial cell of tracheobronchial tree	0.999299041123538	0.999999998903655	UKB_460K.biochemistry_Triglycerides	False	-3.1942559248837084
keratinocyte	0.999706739323228	0.999999998903655	UKB_460K.biochemistry_Triglycerides	False	-3.4377719869172565
