cell_type	beta	se	z	p	q	sig_pct	trait	discovery
granulocytopoietic cell	-4.074100517234798	4.854674736979061	-0.8392118397143132	0.8961008253321179	0.9999757415558336	0.0	PASS_Worry_Nagel2018	False
granulocyte monocyte progenitor cell	-1.6287923394570836	3.517356213656666	-0.463072899222732	0.8495513538144426	0.9999757415558336	0.0	PASS_Worry_Nagel2018	False
granulocyte	-8.500702880415007	7.105457163381382	-1.1963625541540313	0.9669718151441452	0.9999757415558336	0.0	PASS_Worry_Nagel2018	False
fibrocyte	-0.8616859814527509	0.5949116498125195	-1.4484268071138002	0.999391906097407	0.9999757415558336	0.0	PASS_Worry_Nagel2018	False
fibroblast of lung	3.240813731818177	5.694895780497171	0.5690734048051799	0.3351443515726017	0.9999757415558336	0.0	PASS_Worry_Nagel2018	False
fibroblast of cardiac tissue	3.417271981051296	5.51304179843934	0.6198523620877816	0.4778806087578384	0.9999757415558336	0.0	PASS_Worry_Nagel2018	False
fibroblast	4.751919153804395	4.248112393159806	1.1185954405198424	0.3033879398154659	0.9999757415558336	0.0	PASS_Worry_Nagel2018	False
fenestrated cell	8.295054130689579	7.690529083835477	1.0786064313994648	0.2055664249211491	0.9999757415558336	0.0	PASS_Worry_Nagel2018	False
epithelial cell of thymus	6.221489645485816	3.490696006196406	1.7823063464827422	0.2341265208186477	0.9999757415558336	0.0	PASS_Worry_Nagel2018	False
epithelial cell of proximal tubule	-4.6856026216883375	2.335437042653042	-2.0063065439629755	0.9982468947174532	0.9999757415558336	0.0	PASS_Worry_Nagel2018	False
epithelial cell of large intestine	-0.3011554048323588	4.542851539663237	-0.0662921520113517	0.8771073591899801	0.9999757415558336	0.0	PASS_Worry_Nagel2018	False
epithelial cell	-2.783649963032305	1.98974721117672	-1.3989967908466514	0.9999757415558336	0.9999757415558336	0.0	PASS_Worry_Nagel2018	False
epidermal cell	-1.0462289064646728	4.415180987337652	-0.2369617257967826	0.7275197475018351	0.9999757415558336	0.0	PASS_Worry_Nagel2018	False
ependymal cell	-1.2403493434775628	0.889597853932508	-1.394280952898595	0.962494865639458	0.9999757415558336	0.0	PASS_Worry_Nagel2018	False
late pro-B cell	-2.3426500715774603	3.480002096141931	-0.6731749024446323	0.8784953947316851	0.9999757415558336	0.0	PASS_Worry_Nagel2018	False
ventricular myocyte	-1.048215086025707	1.2705310944159571	-0.825021198326165	0.8992680252349938	0.9999757415558336	0.0	PASS_Worry_Nagel2018	False
medium spiny neuron	3.726748088334936	0.7263721734418422	5.130631685236662	8.747474012453183e-08	1.049696881494382e-05	1.0	PASS_Insomnia_Jansen2019	True
neuron	5.3246288460780615	1.345561246177395	3.957180590036165	2.4753375471902303e-05	0.0014852025283141	0.8037190082644629	PASS_Insomnia_Jansen2019	True
oligodendrocyte	12.210168042258248	3.6874583424428176	3.311269418753466	0.0001738808260875	0.0069552330435007	0.995702005730659	PASS_Insomnia_Jansen2019	True
neuronal stem cell	3.548418045992934	1.093984968430946	3.243571116961756	0.0006436747389756	0.0193102421692688	0.4845360824742268	PASS_Insomnia_Jansen2019	True
pancreatic B cell	6.885530885651512	2.452479602667692	2.8075792671880966	0.0016381518012269	0.0327630360245388	0.9873323397913562	PASS_Insomnia_Jansen2019	True
oligodendrocyte precursor cell	4.243822770678273	1.5059856368078028	2.817970282687284	0.001621158229168	0.0327630360245388	0.9935897435897436	PASS_Insomnia_Jansen2019	True
pancreatic A cell	6.207698799149062	2.3017685479392016	2.696925720314878	0.0026368991885463	0.0452039860893656	0.9385796545105566	PASS_Insomnia_Jansen2019	True
interneuron	10.530078935108111	4.139883169366445	2.5435691067387305	0.0042335388579938	0.0635030828699082	0.9416666666666668	PASS_Insomnia_Jansen2019	True
pancreatic D cell	4.290104320284025	1.7921443980756024	2.3938385349365388	0.0059849461845359	0.0797992824604796	0.9685863874345548	PASS_Insomnia_Jansen2019	True
astrocyte	6.415161469493302	2.7277625595366826	2.3518034760998163	0.0075617993595931	0.0907415923151177	0.8699324324324325	PASS_Insomnia_Jansen2019	True
Bergmann glial cell	4.32156105120016	1.935732206022993	2.2325200964026464	0.0100227464325487	0.1093390519914403	0.0	PASS_Insomnia_Jansen2019	False
brain pericyte	6.088466223076891	2.7709273970578208	2.197266600901071	0.0133227487943574	0.1332274879435745	0.0	PASS_Insomnia_Jansen2019	False
lymphoid progenitor cell	8.418086051940918	4.343338981228655	1.9381600396199303	0.0274134783841873	0.2530474927771137	0.0	PASS_Insomnia_Jansen2019	False
pancreatic PP cell	4.247021357308641	2.2621309055316745	1.8774427894173755	0.0303851390883059	0.2604440493283363	0.0	PASS_Insomnia_Jansen2019	False
keratinocyte stem cell	5.717152001965992	3.26883059630186	1.748989993067858	0.0418379874346877	0.3347038994775022	0.0	PASS_Insomnia_Jansen2019	False
hematopoietic stem cell	6.383125608877561	3.773705976807103	1.6914740173473355	0.0620660127733254	0.4139612366800735	0.0	PASS_Insomnia_Jansen2019	False
lung neuroendocrine cell	3.5166979999182253	2.211544845435311	1.590154505424923	0.0583892543148028	0.4139612366800735	0.0	PASS_Insomnia_Jansen2019	False
smooth muscle cell	6.341440272304351	3.848043061172352	1.6479649971412629	0.062094185502011	0.4139612366800735	0.0	PASS_Insomnia_Jansen2019	False
ependymal cell	1.9172481547024869	1.2273940517972917	1.5620477807392266	0.0791407695064714	0.4998364389882409	0.0	PASS_Insomnia_Jansen2019	False
basophil	2.370735630148733	1.7454694018795234	1.3582223942716625	0.1109026277449715	0.6624709360542349	0.0	PASS_Insomnia_Jansen2019	False
valve cell	6.410410765083684	5.063656107407224	1.2659648738204	0.1159324138094911	0.6624709360542349	0.0	PASS_Insomnia_Jansen2019	False
granulocyte monocyte progenitor cell	4.074305224808146	2.939545626480839	1.38603231332926	0.1412453466779631	0.7704291636979808	0.0	PASS_Insomnia_Jansen2019	False
pancreatic acinar cell	3.2818017492265072	2.690290954596391	1.219868707367697	0.1573362098793601	0.8208845732836179	0.0	PASS_Insomnia_Jansen2019	False
granulocytopoietic cell	4.75149878865249	4.318021816407075	1.1003878606167166	0.1855078934057848	0.921924710451652	0.0	PASS_Insomnia_Jansen2019	False
bladder cell	3.480913561530019	3.195148532893396	1.0894371656574746	0.1997503539311912	0.921924710451652	0.0	PASS_Insomnia_Jansen2019	False
bladder urothelial cell	3.4611578879487324	3.5252953195951613	0.9818065081555226	0.1984726491676475	0.921924710451652	0.0	PASS_Insomnia_Jansen2019	False
type I pneumocyte	-0.1631754294116298	2.4117102765809446	-0.067659631837271	0.6709145544945277	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
myeloid cell	-2.8183463176949752	2.8651164333352965	-0.9836760157122564	0.9929521790231725	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
mucus secreting cell	-0.3338055618916457	1.8461231641774731	-0.1808143510513667	0.7109062859248473	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
macrophage	2.417376344557785	2.7687430366875745	0.8730952322140547	0.7978527912312372	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
mature NK T cell	-5.75146994855303	4.007973870032708	-1.4350068476135285	0.993224883152429	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
mature alpha-beta T cell	0.0438918662960357	4.374743729006397	0.0100330142780739	0.8041099445104105	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
type II pneumocyte	-1.6036057308814096	2.367172747564612	-0.6774350256149354	0.8905555934504501	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
stromal cell	-0.8447220734642495	3.843523633096464	-0.2197780354959635	0.8216051263982938	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
monocyte	1.317806589178158	4.151633807071864	0.3174187923157903	0.6824144527163049	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
microglial cell	2.8817785887019056	3.821649842322244	0.7540666224278619	0.4991063037093111	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
mesenchymal stem cell of adipose	0.3120002502627423	3.723819403208097	0.083785011161914	0.7839153682137512	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
myeloid dendritic cell	-1.3563117081258178	4.020002432971412	-0.3373907679760509	0.823706109349218	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
thymocyte	1.7750548920719145	5.223181795616595	0.339841683006626	0.5247395051681724	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
mesenchymal stem cell	-1.738346279235213	5.796555856268557	-0.2998929575318966	0.8994939138138901	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
mesangial cell	2.420990981734663	1.9717323188778264	1.2278497230864094	0.417363943849886	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
megakaryocyte-erythroid progenitor cell	0.9328987747074	2.0308747995979908	0.4593580928238738	0.6189731038531557	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
myeloid leukocyte	2.437393601733497	2.700503685499529	0.9025699964125904	0.3732124323347623	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
smooth muscle cell of trachea	1.660959076375939	1.4183854284463326	1.171020967266504	0.4838989754282451	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
neuroepithelial cell	1.11115269006658	4.4452369934361045	0.2499647806646356	0.6994810414369216	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
pulmonary interstitial fibroblast	-0.8565779699472897	3.680697050464792	-0.2327216715211925	0.7750063962419386	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
promonocyte	0.616193185718745	3.915633195897514	0.1573674434991364	0.7268503798191903	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
professional antigen presenting cell	0.1384998040868177	2.325429231391979	0.0595588127203136	0.946542706405295	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
proerythroblast	1.0259159423063484	1.979128496115343	0.5183675260702013	0.7040657011090028	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
precursor B cell	0.4423187078518624	6.875440753984955	0.064333142220082	0.6210881870135767	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
plasmacytoid dendritic cell	2.609975679773497	5.209233282213316	0.501028757664806	0.3390557034205881	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
plasma cell	-3.991661168720068	4.097266865540154	-0.9742253311083354	0.8659390346722702	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
pericyte cell	-0.6583359949651297	1.829314074367365	-0.3598813370485892	0.8275380512151531	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
naive B cell	4.731153846588687	7.743583184515161	0.6109773387660603	0.5196617292653651	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
pancreatic stellate cell	0.6743509819653324	4.411513367784063	0.152861597765953	0.5139993194872459	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
regulatory T cell	-3.703594834717745	6.1985743273516976	-0.5974913970742176	0.8729620938231146	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
respiratory basal cell	-1.5685801343300527	2.683379435473276	-0.5845539820399634	0.8439483771570253	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
lymphocyte	2.4195046424865723	3.1367151015702666	0.7713498243035676	0.2246546882033117	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
secretory cell	0.787451061490457	2.6958804164951724	0.292094210363454	0.4789780324231724	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
skeletal muscle satellite cell	0.805945859519331	5.397338174593157	0.1493228390455785	0.6337814605358724	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
non-classical monocyte	-10.042899357551866	9.893139241893776	-1.0151377749768151	0.9240939633619134	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
neutrophil	-6.881939418319767	6.995081934194362	-0.9838254194963014	0.9633395551855076	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
smooth muscle cell of the pulmonary artery	-1.1045854830210498	5.989854148327632	-0.184409412260806	0.7006569240799151	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
pancreatic ductal cell	-1.8819728801317048	2.354689055872245	-0.7992447560914013	0.8651585831465886	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
B cell	6.7639590885183685	8.611615419572836	0.7854460236513771	0.4002635331413913	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
kidney interstitial fibroblast	-7.0445278702030265	5.839681818488428	-1.2063204964181538	0.918086948393305	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
luminal epithelial cell of mammary gland	0.7876362689923648	2.587549788040127	0.3043946333449837	0.5363250619378923	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
endothelial cell	1.9374945235147607	4.050031454717479	0.4783899940475687	0.7026476439254068	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
endocardial cell	-2.226621166127581	4.880191751521233	-0.4562569012648956	0.7775771632460977	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
early pro-B cell	-2.1496665867560485	3.772319502084328	-0.5698527353179625	0.8418592734605239	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
dendritic cell	1.4412426349462188	4.172387761120059	0.3454239436651313	0.4502698290359905	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
club cell of bronchiole	-1.5342869449020855	2.6333630205968968	-0.5826340435791163	0.9073384406131936	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
classical monocyte	-10.630085335714387	6.932725939142428	-1.533319711326901	0.9757586904024635	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
ciliated columnar cell of tracheobronchial tree	-0.273160457611084	0.6860865454931551	-0.3981428573486131	0.660481623854205	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
chondrocyte	-0.7169808597170314	1.8437432765968864	-0.3888723928205494	0.7915217482615167	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
bulge keratinocyte	-3.539211436112625	4.974206067816247	-0.7115128299592931	0.9196661545231856	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
bronchial smooth muscle cell	-1.1222465195634364	5.456675375985839	-0.2056648860773917	0.7677825976324446	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
basal epithelial cell of tracheobronchial tree	-1.3308727770232247	1.5327180137487997	-0.8683089551274397	0.9943623641600248	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
basal cell of epidermis	-0.166372933396443	3.150410617337803	-0.0528099202309803	0.8209889180586363	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
basal cell	2.78751502215093	4.192050102919204	0.6649526970609911	0.3194043294217144	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
atrial myocyte	2.029879099393585	2.459057872467649	0.8254702429417061	0.5839401435580781	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
aortic endothelial cell	-0.4244074086955663	4.426301115582939	-0.0958830855861627	0.8768697464458715	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
adventitial cell	-0.5620861295487323	4.231896540517208	-0.1328213306178879	0.822402203238124	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
T cell	0.2433940498160768	3.0343424857484718	0.0802131107346109	0.8689520912161393	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
NK cell	-0.8190643139020446	3.8112229663036192	-0.2149085270380883	0.8421754485590641	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
Kupffer cell	-2.562846402779425	3.4945365501146743	-0.7333866354024324	0.8576926501996087	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
DN4 thymocyte	0.5385766812657061	5.641952095304972	0.0954592793713881	0.7484331054104074	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
CD8-positive, alpha-beta T cell	-5.185198246874618	6.149891802396959	-0.8431364995484399	0.9614725968131802	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
CD4-positive, alpha-beta T cell	0.7004445963047642	5.178907190753858	0.1352494977232456	0.7603596763192044	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
Brush cell of epithelium proper of large intestine	-0.3845943706053907	1.5661540446232751	-0.2455661190709382	0.8552195139851361	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
endothelial cell of coronary artery	-1.4389448285755264	6.787182489837257	-0.2120091556002982	0.8451643606669097	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
endothelial cell of hepatic sinusoid	-6.499827248615111	4.671556597567239	-1.3913621964892735	0.9705870255092772	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
endothelial cell of lymphatic vessel	1.387160932576549	2.741049627859885	0.5060692511647794	0.3482730528692552	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
enterocyte of epithelium of large intestine	-2.7084784722537454	2.988353326467097	-0.9063447913824078	0.9717685501284546	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
leukocyte	-1.4413238055549626	2.554984645624582	-0.5641222963994064	0.9956090409965695	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
late pro-B cell	2.977129792476446	3.290567594990392	0.9047465844521388	0.2474569715979891	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
large intestine goblet cell	-1.3810043381897492	2.8000329754008697	-0.4932100265683607	0.8803900501919533	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
kidney loop of Henle ascending limb epithelial cell	1.3118626401471418	2.5731162710690416	0.5098341862344634	0.4254454855299769	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
vein endothelial cell	0.4084425752028842	6.974191799796773	0.0585648612667615	0.5867245232056139	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
kidney collecting duct principal cell	0.4060192201153814	2.2549346287543752	0.180058089018601	0.6691947700282423	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
kidney collecting duct epithelial cell	-3.393019640716799	2.8348205067704715	-1.196908104979898	0.9399794484187202	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
keratinocyte	-2.5461607707249407	2.091305813929635	-1.2174980597125666	0.9852135429038972	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
intestinal crypt stem cell	1.7627694536910696	3.1559123426724507	0.5585609682043142	0.4037253065172247	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
intermediate monocyte	-7.08242774716176	7.5913720662396145	-0.9329575319669504	0.8796321144740482	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
immature B cell	5.960715946352335	7.450359155264514	0.8000575303997822	0.309829133702352	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
lung macrophage	2.0269421923947646	6.446687581799411	0.3144160728553563	0.528125882596462	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
hepatocyte	-1.85141143125988	1.6729945981864638	-1.106645193754254	0.9427607665547116	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
fibrocyte	-0.0893275105825356	0.7103643310302887	-0.1257488681237386	0.9416765697261104	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
fibroblast of lung	0.4697100296743848	5.28119762574176	0.0889400592367365	0.5787648843574973	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
fibroblast of cardiac tissue	2.8180896216391043	4.895940127626449	0.5755972393815432	0.5186663097536295	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
fibroblast	-0.5685750843859831	3.5036169786015834	-0.1622823179184733	0.8743303979785269	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
fenestrated cell	-9.55768904862514	6.073132439955706	-1.5737659507874735	0.9876905055690712	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
epithelial cell of thymus	4.277173337864311	3.075114387340835	1.390898938742549	0.4303367967491606	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
epithelial cell of proximal tubule	0.6989254987248853	1.8348755493040243	0.3809116640035835	0.5268372318056118	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
epithelial cell of large intestine	-1.554504323655878	4.159016100062922	-0.373767325313398	0.9414053314976788	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
epithelial cell	2.0128102886278554	2.1164146016480325	0.9510472508838762	0.8201680822257025	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
epidermal cell	-0.9997106642464604	4.111055090411723	-0.2431761779544382	0.7156623350280363	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
enteroendocrine cell	0.4940952668394026	1.8806630080634703	0.2627239780444107	0.5083412951567612	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
granulocyte	3.7445958086484303	6.932256347115379	0.5401698409792095	0.4314700791853576	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
ventricular myocyte	1.0021368539290814	1.2659973751897946	0.7915789349712071	0.294353353685471	0.9956090409965695	0.0	PASS_Insomnia_Jansen2019	False
neuronal stem cell	12.926314810071997	1.5274612591339247	8.46261385208634	4.6682621831023856e-21	5.601914619722863e-19	0.9896907216494846	PASS_Schizophrenia_Pardinas2018	True
neuron	13.726638371598208	1.7410546919238636	7.884093725068617	2.811542498494573e-20	1.686925499096744e-18	0.9111570247933884	PASS_Schizophrenia_Pardinas2018	True
oligodendrocyte precursor cell	14.12534455578576	1.8946313373761423	7.4554581026553794	7.756362646234287e-16	3.102545058493714e-14	0.9967948717948718	PASS_Schizophrenia_Pardinas2018	True
medium spiny neuron	6.475377722559476	0.9363626608881088	6.91545914103174	7.208866673332037e-13	2.1626600019996108e-11	1.0	PASS_Schizophrenia_Pardinas2018	True
pancreatic B cell	17.588030043006906	3.12933944641385	5.620365046419741	4.2544692722885405e-10	1.02107262534925e-08	0.9985096870342772	PASS_Schizophrenia_Pardinas2018	True
interneuron	28.60400784842848	5.40871906909581	5.288499454864512	6.588533141096197e-09	1.3177066282192394e-07	0.95	PASS_Schizophrenia_Pardinas2018	True
oligodendrocyte	22.93055388009182	4.627813229759132	4.954943672453546	3.661763945700141e-08	6.277309621200242e-07	0.9665711556829036	PASS_Schizophrenia_Pardinas2018	True
pancreatic A cell	13.100520398818748	3.078625519907696	4.255314689657848	3.3686701841456684e-06	5.053005276218503e-05	0.9980806142034548	PASS_Schizophrenia_Pardinas2018	True
pancreatic PP cell	11.803185188912131	2.953771518976915	3.995970952079716	2.211488538536236e-05	0.0002948651384714	1.0	PASS_Schizophrenia_Pardinas2018	True
pulmonary interstitial fibroblast	16.308174687472473	5.565751831997462	2.9300937554773663	0.0005140349763047	0.0061684197156565	0.82	PASS_Schizophrenia_Pardinas2018	True
astrocyte	11.282059804949814	3.663154062632546	3.0798758698240225	0.000576969772829	0.0062942157035891	0.9983108108108107	PASS_Schizophrenia_Pardinas2018	True
pancreatic D cell	7.174782414473693	2.326444341749536	3.084012063266514	0.0006678941875861	0.0066789418758613	0.9947643979057592	PASS_Schizophrenia_Pardinas2018	True
Bergmann glial cell	7.539574044442046	2.4745586564171616	3.04683585692746	0.0008151395036436	0.0075243646490184	1.0	PASS_Schizophrenia_Pardinas2018	True
immature B cell	26.8337036847566	10.310004058584829	2.602686044765713	0.0029910992598932	0.0256379936562274	0.7436332767402377	PASS_Schizophrenia_Pardinas2018	True
hematopoietic stem cell	10.406954802461485	4.745738362166343	2.192905299084145	0.0185253129519591	0.1389398471396934	0.0	PASS_Schizophrenia_Pardinas2018	False
bladder cell	8.239894917055164	3.895626544863234	2.115165512443762	0.0183943433561614	0.1389398471396934	0.0	PASS_Schizophrenia_Pardinas2018	False
endothelial cell of lymphatic vessel	7.739226254266148	3.861927892404315	2.003979999079669	0.0213720899845713	0.150861811655798	0.0	PASS_Schizophrenia_Pardinas2018	False
lung neuroendocrine cell	5.509177627999644	2.896947043616295	1.901718445333564	0.0285955393199204	0.1906369287994696	0.0	PASS_Schizophrenia_Pardinas2018	False
chondrocyte	5.117208323282825	2.658708745298359	1.9246968410255765	0.0311815452327046	0.1969360751539239	0.0	PASS_Schizophrenia_Pardinas2018	False
lymphoid progenitor cell	9.78576946258545	5.312945896958194	1.8418725980605355	0.0376955393381802	0.2219076562306962	0.0	PASS_Schizophrenia_Pardinas2018	False
bronchial smooth muscle cell	13.759580947889486	7.786676971196056	1.7670671325891634	0.0388338398403718	0.2219076562306962	0.0	PASS_Schizophrenia_Pardinas2018	False
B cell	20.53404936590848	10.948029157276894	1.8755932296965052	0.0409583543005217	0.2234092052755733	0.0	PASS_Schizophrenia_Pardinas2018	False
late pro-B cell	8.006754115426794	4.561545921350491	1.7552720620329336	0.0495432713803748	0.2584866332889122	0.0	PASS_Schizophrenia_Pardinas2018	False
fibroblast of cardiac tissue	12.000059977469048	6.958812818995726	1.7244406897555924	0.0561172486152804	0.2805862430764022	0.0	PASS_Schizophrenia_Pardinas2018	False
pancreatic stellate cell	8.175607778825679	5.833278690205095	1.4015458909161478	0.0686600545363116	0.3295682617742958	0.0	PASS_Schizophrenia_Pardinas2018	False
naive B cell	16.899099432771266	10.225132797871398	1.6527021963264097	0.0837103409134885	0.3587586039149507	0.0	PASS_Schizophrenia_Pardinas2018	False
fibroblast	7.810429872729584	4.428378241283029	1.763722393881756	0.0825754229341747	0.3587586039149507	0.0	PASS_Schizophrenia_Pardinas2018	False
smooth muscle cell of trachea	4.5796337025421	2.011088217197228	2.277191852341788	0.0810497557010089	0.3587586039149507	0.0	PASS_Schizophrenia_Pardinas2018	False
stromal cell	7.326270703913369	4.625018992358334	1.5840520257361463	0.0983310499802069	0.4068871033663737	0.0	PASS_Schizophrenia_Pardinas2018	False
basal cell	7.639539870836931	5.778703349103627	1.322016274121763	0.1034052278970202	0.4136209115880811	0.0	PASS_Schizophrenia_Pardinas2018	False
precursor B cell	11.756261331460642	9.247026061168558	1.2713559206704548	0.1272871792508066	0.4927245648418322	0.0	PASS_Schizophrenia_Pardinas2018	False
valve cell	7.529204465401664	6.395912767482436	1.1771899866553863	0.1376188250278367	0.5160705938543878	0.0	PASS_Schizophrenia_Pardinas2018	False
DN4 thymocyte	12.398215555074811	8.492752313485548	1.4598583706942472	0.1545349746399332	0.5619453623270299	0.0	PASS_Schizophrenia_Pardinas2018	False
pericyte cell	2.7023419773221296	2.325743541216941	1.1619260376009188	0.1681105943310682	0.5828467574912192	0.0	PASS_Schizophrenia_Pardinas2018	False
plasmacytoid dendritic cell	6.906003064460332	6.736341591856265	1.0251859960322047	0.1699969709349389	0.5828467574912192	0.0	PASS_Schizophrenia_Pardinas2018	False
bladder urothelial cell	4.227039451224805	4.427152194509159	0.954798765777118	0.193473425954313	0.64491141984771	0.0	PASS_Schizophrenia_Pardinas2018	False
bulge keratinocyte	6.8046782439112	6.107517325953825	1.114148004950358	0.2018373729329409	0.6546076959987274	0.0	PASS_Schizophrenia_Pardinas2018	False
vein endothelial cell	8.099312372386942	9.130611315858332	0.8870503947878935	0.2112431872542239	0.6670837492238653	0.0	PASS_Schizophrenia_Pardinas2018	False
mesenchymal stem cell of adipose	5.8221277824024655	4.685983772982398	1.2424558138614652	0.2208411440221144	0.6795112123757366	0.0	PASS_Schizophrenia_Pardinas2018	False
macrophage	7.757336929136247	4.360074984161733	1.7791751190782954	0.2811324193631935	0.8433972580895805	0.0	PASS_Schizophrenia_Pardinas2018	False
plasma cell	2.877983633156998	5.538038637466428	0.5196756146998702	0.3251712563015053	0.9145727462301138	0.0	PASS_Schizophrenia_Pardinas2018	False
smooth muscle cell	3.451514540455933	4.960867629449194	0.6957481630766986	0.3257513864803715	0.9145727462301138	0.0	PASS_Schizophrenia_Pardinas2018	False
large intestine goblet cell	3.261239162894134	3.729497070256416	0.8744447579549681	0.3277219007324574	0.9145727462301138	0.0	PASS_Schizophrenia_Pardinas2018	False
