cell_type	beta	se	z	p	q	sig_pct	trait	discovery
smooth muscle cell of the pulmonary artery	4.568860729617664	7.772008294824208	0.5878610207686359	0.3371026718655296	0.9193709232696264	0.0	PASS_Schizophrenia_Pardinas2018	False
secretory cell	2.2052024782070108	3.5202630293520523	0.6264311671656266	0.3572284744751088	0.931900368195936	0.0	PASS_Schizophrenia_Pardinas2018	False
endothelial cell of hepatic sinusoid	3.239937137475921	6.0636924380037165	0.5343175252705545	0.3538106390268571	0.931900368195936	0.0	PASS_Schizophrenia_Pardinas2018	False
brain pericyte	2.2214713706689606	3.21808186147872	0.6903091550468473	0.3728874735728001	0.95205312401566	0.0	PASS_Schizophrenia_Pardinas2018	False
CD4-positive, alpha-beta T cell	8.096933331297391	8.567293135620433	0.9450982011614129	0.3963077678558857	0.990769419639714	0.0	PASS_Schizophrenia_Pardinas2018	False
mesenchymal stem cell	1.3772998903178175	6.006333571618888	0.229307925358297	0.7067757908892317	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
microglial cell	0.8501265528685036	2.4942311344880226	0.3408371185467559	0.7404848859606613	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
mesangial cell	2.868915832918847	2.5247108816480006	1.1363344031876503	0.4553802775556669	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
monocyte	-3.8573794649708377	3.3735526192650656	-1.1434176075816405	0.9933229691376652	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
megakaryocyte-erythroid progenitor cell	-0.6688195442409275	2.5811878807715747	-0.2591130809280734	0.8950816650114782	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
mucus secreting cell	0.8677725515388297	2.578515242341719	0.3365396245440645	0.5010462072793882	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
myeloid cell	-2.7163710141170823	5.02196552196015	-0.5408979815251382	0.969185434523994	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
neutrophil	-14.092002870067962	5.471979541135768	-2.5753025507736123	0.9999504534000732	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
myeloid leukocyte	2.3545195331811573	4.239487618125179	0.5553783252284605	0.5330634272396131	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
type II pneumocyte	-1.3142523479366846	2.890716328551716	-0.4546459072983965	0.819959706301076	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
neuroepithelial cell	1.0176874146244277	5.556319864887271	0.1831585364722473	0.7242345884418234	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
type I pneumocyte	1.6608511663758447	4.008696833967867	0.4143119909449251	0.4476986903011363	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
thymocyte	0.4723449182563828	5.8354120617199845	0.0809445696825665	0.6839755577452376	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
non-classical monocyte	-2.344190586263028	11.921542331390336	-0.1966348414576018	0.6857375973927238	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
skeletal muscle satellite cell	4.075575728757384	7.609348213106406	0.5356011598651219	0.4475155086447474	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
pancreatic acinar cell	0.4141490545832151	3.2664023430894504	0.1267905821398297	0.6236644884487147	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
respiratory basal cell	-1.0762702699213182	3.5316973134517893	-0.3047458981895024	0.7430909797616587	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
proerythroblast	0.8709555118693023	2.565901535495523	0.3394345027745208	0.8047573050357344	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
professional antigen presenting cell	-1.0575052520149597	4.390282656957667	-0.2408740699961625	0.9708837985928144	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
promonocyte	-1.784720528092817	5.962349557587219	-0.2993317501523743	0.892072416439584	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
regulatory T cell	-12.39557477833526	7.969351205159453	-1.555405761300897	0.988773008298538	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
myeloid dendritic cell	-1.910282106608972	5.389986323462937	-0.3544131639617337	0.8347464718141732	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
pancreatic ductal cell	-1.2874675160836178	3.548105309830908	-0.3628605702644645	0.7286834037526713	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
kidney interstitial fibroblast	-7.935437036947538	9.20279487114443	-0.862285549994087	0.8534338218350475	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
mature NK T cell	-4.55977947132543	4.437983583355262	-1.0274439699207014	0.9762739095332732	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
enterocyte of epithelium of large intestine	-3.413349628812824	4.180032407370572	-0.8165844893437021	0.963651440017266	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
endothelial cell of coronary artery	1.5921786223698764	8.717666673414643	0.1826381624827865	0.6627410827217532	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
endothelial cell	2.306911795884121	5.22907188384489	0.4411704117151798	0.6874818151676011	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
endocardial cell	-2.3563306039679737	7.146657060624887	-0.3297108821620079	0.744122261682667	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
early pro-B cell	-0.0264016670092552	4.737305412962782	-0.0055731401519969	0.6181233577157583	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
dendritic cell	0.4209947489228082	5.208707648326515	0.0808251830102363	0.5777430553244707	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
club cell of bronchiole	-4.710872468936072	3.380731766492168	-1.3934475712114989	0.9892891618430776	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
classical monocyte	-4.134390235632901	9.757339313817994	-0.4237210680762046	0.7717191813600314	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
ciliated columnar cell of tracheobronchial tree	-1.7882344722747805	0.8974614356110521	-1.992547424678176	0.9752873714962996	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
enteroendocrine cell	-0.690870483520024	2.1203387858526264	-0.3258302343614455	0.7455867250324762	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
basophil	-1.2525148578333678	2.144848150073085	-0.5839643509451654	0.8735962608040341	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
basal cell of epidermis	1.0673224866542146	4.015254228570098	0.2658169136738091	0.7018419574477812	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
atrial myocyte	-1.1314220554677985	2.754719143018006	-0.4107213827353154	0.965448071677366	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
aortic endothelial cell	-1.5660245366870962	6.079741898991984	-0.2575807596284213	0.900072441864574	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
adventitial cell	3.199080009420437	5.712564313843332	0.5600077012118821	0.4688245343591933	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
T cell	3.6120508996106526	5.267312149891674	0.6857484038960815	0.6425842632839781	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
NK cell	-6.538333551842114	5.79661868149774	-1.1279564710219523	0.9896924414770816	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
Kupffer cell	-1.708429248501348	6.483705468702101	-0.263495813736175	0.6891291867914482	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
CD8-positive, alpha-beta T cell	0.2348377332572443	8.558267102433657	0.0274398695958513	0.773962595439571	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
Brush cell of epithelium proper of large intestine	-5.836745312496039	3.3399481727791493	-1.7475556537272017	0.9980201027958092	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
basal epithelial cell of tracheobronchial tree	0.7754926893739771	1.5537081376825994	0.499123786871997	0.7321438283089602	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
ependymal cell	-1.6137008361515026	1.742279428625878	-0.9262009351876556	0.8932515824791	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
epidermal cell	-5.1658734148103225	5.192799566435244	-0.9948147138589818	0.9315539449178888	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
epithelial cell	1.9493048224846363	2.1944372474580254	0.8882937184659331	0.8222197748070137	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
lymphocyte	-6.250430583953857	4.231055052646031	-1.4772747000880886	0.9328648278463736	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
lung macrophage	-19.52838037556256	7.140369860904184	-2.734925606933432	0.9998611925265124	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
luminal epithelial cell of mammary gland	2.1520859995640214	3.549424525230806	0.6063196961271008	0.4165008653393209	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
leukocyte	-0.0333631096301426	2.9195309017222946	-0.0114275583144062	0.9628913366044188	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
kidney loop of Henle ascending limb epithelial cell	-5.124899246742391	3.915496243295244	-1.308876047453266	0.9754103947773812	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
kidney collecting duct principal cell	-3.014153696618472	2.856898818561786	-1.0550439088129313	0.9664567626587504	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
kidney collecting duct epithelial cell	-6.492120180259143	3.5522825804981664	-1.827591142636152	0.9848688950807076	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
keratinocyte stem cell	-0.5726595601040294	3.5852311575755698	-0.159727374591734	0.6787225373290083	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
keratinocyte	-3.3834998660690774	3.2619760294443942	-1.0372546688043511	0.9735349540046282	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
intestinal crypt stem cell	0.1879875692933594	4.11103731189833	0.0457275269064764	0.6588170804078008	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
intermediate monocyte	-0.9024223648224884	9.826797877659995	-0.091832800069495	0.5984829801339692	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
hepatocyte	-3.822884066384951	2.050472382681974	-1.8643918829010024	0.9934299373412764	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
granulocytopoietic cell	-7.915002056116848	5.303218219082632	-1.492490357578763	0.9803518500076172	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
granulocyte monocyte progenitor cell	0.3529180006868727	3.78099289474186	0.0933400327669665	0.688140449671619	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
granulocyte	-10.822745815792574	6.059846937929913	-1.7859767625565972	0.9960892560826036	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
fibrocyte	1.1069693338581403	1.0042187074397886	1.1023189726073814	0.4846273084821758	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
fibroblast of lung	1.2111421219546166	6.714247485928355	0.1803838962583543	0.5353691170308368	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
fenestrated cell	4.252606447944395	8.638981225762345	0.4922578643026423	0.42047981467843	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
epithelial cell of thymus	4.6437511947024985	5.008224783654706	0.927224993945612	0.6740325310258448	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
epithelial cell of proximal tubule	-5.803332557935807	2.8663466243570728	-2.024644370859197	0.998135624500491	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
epithelial cell of large intestine	-1.6807842172411571	5.319810517147952	-0.3159481360893013	0.9327941063801232	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
mature alpha-beta T cell	-1.7974539973144124	5.818385194386782	-0.3089266071707464	0.9139158792172356	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
ventricular myocyte	-1.046370194185945	1.3824307980508246	-0.756906020656721	0.8844112570239848	0.9999504534000732	0.0	PASS_Schizophrenia_Pardinas2018	False
CD4-positive, alpha-beta T cell	79.00117780712488	6.384067498795941	12.374740370778472	1.4216879951412501e-54	1.7060255941695e-52	0.9948717948717948	UKB_460K.disease_ASTHMA_DIAGNOSED	True
T cell	50.38433288663808	4.432435860675849	11.367188261795985	1.5620080591464066e-48	9.37204835487844e-47	0.9322799097065464	UKB_460K.disease_ASTHMA_DIAGNOSED	True
regulatory T cell	99.23705784348417	8.440527853492636	11.757209924071338	1.6944746089497263e-40	6.777898435798903e-39	1.0	UKB_460K.disease_ASTHMA_DIAGNOSED	True
DN4 thymocyte	70.28425254566233	6.713366484324784	10.46930071667782	1.865869435324282e-39	5.597608305972846e-38	0.9977220956719818	UKB_460K.disease_ASTHMA_DIAGNOSED	True
mature alpha-beta T cell	60.77883697880399	5.902643615830395	10.296884063235709	7.546553503736599e-37	1.8111728408967838e-35	0.996969696969697	UKB_460K.disease_ASTHMA_DIAGNOSED	True
CD8-positive, alpha-beta T cell	69.45229554522591	7.157671884556239	9.703196327716524	1.3472089197434147e-32	2.694417839486829e-31	0.9850467289719628	UKB_460K.disease_ASTHMA_DIAGNOSED	True
mature NK T cell	57.07669492136733	6.388609699599727	8.934133967354967	1.7504760266429172e-27	3.0008160456735723e-26	0.949748743718593	UKB_460K.disease_ASTHMA_DIAGNOSED	True
naive B cell	73.1760055905304	8.810043935331043	8.305975103832528	2.7059135889094665e-26	4.0588703833642e-25	0.9611355187563366	UKB_460K.disease_ASTHMA_DIAGNOSED	True
B cell	75.68507482621058	9.111740280979392	8.306324861366157	3.459108197486272e-26	4.612144263315028e-25	0.9523894119737076	UKB_460K.disease_ASTHMA_DIAGNOSED	True
macrophage	27.40465232305814	3.5856596035938395	7.642848276950486	3.5185402462278784e-20	4.222248295473453e-19	0.8013894564773192	UKB_460K.disease_ASTHMA_DIAGNOSED	True
NK cell	39.15645291986708	5.620134090623899	6.9671741436191015	6.740971443980828e-18	7.353787029797267e-17	0.9794754846066136	UKB_460K.disease_ASTHMA_DIAGNOSED	True
fibrocyte	21.91367568687045	2.89799010731799	7.561680639120938	1.691236516281193e-17	1.6912365162811928e-16	0.5454545454545454	UKB_460K.disease_ASTHMA_DIAGNOSED	True
immature B cell	61.35106125247188	8.697343867141532	7.053999725623762	2.258639500630506e-16	2.0848980005820054e-15	0.99830220713073	UKB_460K.disease_ASTHMA_DIAGNOSED	True
leukocyte	22.16091641580057	3.091353240520008	7.168678145650156	3.034557137173668e-15	2.6010489747202863e-14	0.7088607594936709	UKB_460K.disease_ASTHMA_DIAGNOSED	True
proerythroblast	22.322655458336254	3.590674273286123	6.21684223055603	5.509304793124357e-13	4.407443834499485e-12	0.5607476635514018	UKB_460K.disease_ASTHMA_DIAGNOSED	True
thymocyte	35.94196556782952	6.268533634679697	5.733711847534187	1.140045121835006e-11	8.550338413762545e-11	0.9353846153846154	UKB_460K.disease_ASTHMA_DIAGNOSED	True
precursor B cell	48.89220562109897	8.422382679191053	5.805032552355473	4.7802508569793e-11	3.374294722573624e-10	0.9439252336448598	UKB_460K.disease_ASTHMA_DIAGNOSED	True
dendritic cell	25.709421110674995	4.666536393063075	5.509315463368656	4.863405950247296e-10	3.242270633498197e-09	0.9032258064516128	UKB_460K.disease_ASTHMA_DIAGNOSED	True
megakaryocyte-erythroid progenitor cell	18.363180466775223	3.2322007723473094	5.6813241998699855	7.16745129843912e-10	4.451955912400429e-09	0.2625	UKB_460K.disease_ASTHMA_DIAGNOSED	True
myeloid cell	27.14366304303528	5.365880174660386	5.058566751307159	7.41992652066738e-10	4.451955912400429e-09	0.810641627543036	UKB_460K.disease_ASTHMA_DIAGNOSED	True
promonocyte	29.76363500818683	5.875586235516544	5.065645165459852	1.593151356053094e-09	9.10372203458911e-09	0.8738916256157635	UKB_460K.disease_ASTHMA_DIAGNOSED	True
lymphocyte	24.15924453735352	4.173505942905766	5.78871693675674	3.924091986742919e-09	2.1404138109506837e-08	0.0	UKB_460K.disease_ASTHMA_DIAGNOSED	True
intermediate monocyte	44.90319981488655	8.592367320551144	5.225940435238085	6.030762599298573e-09	3.1464848344166475e-08	1.0	UKB_460K.disease_ASTHMA_DIAGNOSED	True
myeloid leukocyte	23.13058330907978	5.036712388514109	4.592397088590476	3.858268269488485e-08	1.9291341347442426e-07	0.7799043062200957	UKB_460K.disease_ASTHMA_DIAGNOSED	True
non-classical monocyte	50.80630196033283	10.49487712942298	4.841057340051605	5.5312052969817966e-08	2.654978542551262e-07	0.9261744966442952	UKB_460K.disease_ASTHMA_DIAGNOSED	True
myeloid dendritic cell	21.970531058509174	5.21245562156892	4.215005873161979	2.5963773459354434e-06	1.1983280058163584e-05	0.9490616621983914	UKB_460K.disease_ASTHMA_DIAGNOSED	True
epithelial cell of thymus	14.14448323817877	3.198470949686232	4.422264094525022	7.74835291802796e-06	3.4437124080124263e-05	0.1818181818181818	UKB_460K.disease_ASTHMA_DIAGNOSED	True
classical monocyte	32.62666031848547	9.055135352631142	3.6031112786188415	4.444886304053517e-05	0.0001904951273165	0.99009900990099	UKB_460K.disease_ASTHMA_DIAGNOSED	True
professional antigen presenting cell	15.133480591381884	3.7148722420204634	4.073755328703044	6.644480274234662e-05	0.0002749440113476	0.2769230769230769	UKB_460K.disease_ASTHMA_DIAGNOSED	True
basophil	6.5010137046947785	2.0548231363103127	3.163782609713139	0.0003300873713589	0.0013203494854359	0.9577464788732394	UKB_460K.disease_ASTHMA_DIAGNOSED	True
monocyte	16.593955517435486	5.709442290097059	2.9064056827787628	0.0005306028997492	0.0020539467087068	0.8274785323965652	UKB_460K.disease_ASTHMA_DIAGNOSED	True
hematopoietic stem cell	12.311966694337483	4.397742650247557	2.7996105442059966	0.0014284939165801	0.0053568521871754	0.7320024198427102	UKB_460K.disease_ASTHMA_DIAGNOSED	True
